Condition,Item,ItemNum,List,Order,RT,Response,Likely_intended_production,Likely_Intended_Production_Split,Words_in_Intended_Production,Form_of_Intended_Production,Subject_is_Well_Formed,Verb_is_Well_Formed,Post-Verb_is_Well_Formed,Target,target_subj_noun,target_verb,target_obj_noun,target_other,Run,SubjID,TrialNumber,TrialOnset
SPROD,6338733.jpg,84,2,1,0,woman holding an upside down stop sigbn,woman holding an upside down stop sign,woman /holding/ an upside down stop sign,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A woman is holding a stop sign.,woman,holding,stop sign,,1,FED_20191120c_3T2,48,267
SPROD,4858197102.jpg,103,2,1,0,man holding a babby,man holding a baby,man /holding/ a baby,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A man is holding a (newborn) baby.,man,holding,baby,,1,FED_20191120c_3T2,49,274
SPROD,281706216.jpg,67,2,1,0,old man diggig,old man digging,old man /digging/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is digging a hole.,man,digging,hole,,1,FED_20191120c_3T2,50,281
SPROD,6160193920.jpg,90,2,8,0,"yjr ep,sm od ;sihomg",the woman is smiling,the woman/ is smiling/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A woman is smiling/laughing.,woman,smiling/laughing,,,2,FED_20191120b_3T2,2,14
SPROD,8088804992.jpg,115,2,8,0,"jr ep,sm od timmomh",the woman is running,the woman/ is running/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A woman is jogging/running.,woman,jogging/running,,outside,2,FED_20191120b_3T2,3,21
SPROD,5326507136.jpg,95,2,8,0,"yjr pep,sm od[somyomh jet mio; d",??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is painting her nails.,woman,painting,nails,,2,FED_20191120b_3T2,4,28
SPROD,4400746838.jpg,71,2,8,0,yjr hotted od vprtomh jet rurd,the girl is covering her eyes,the girl /is covering/ her eyes,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A young girl is covering her eyes.,girl,covering,eyes,hand,2,FED_20191120b_3T2,5,35
SPROD,4633221176.jpg,110,2,8,0,nana os crying,baby is crying,baby/ is crying/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A baby is crying.,baby,crying,,,2,FED_20191120b_3T2,47,260
SPROD,281706216.jpg,67,2,8,0,",and os doggom ajp;e",man is digging a hole,man /is digging /a hole,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A man is digging a hole.,man,digging,hole,,2,FED_20191120b_3T2,48,267
SPROD,6094931376.jpg,100,2,8,0,[ep[; are jolomg,people are hiking,people /are hiking/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A group of people are hiking (up a mountain/trail).,group,hiking,,mountain/trail,2,FED_20191120b_3T2,49,274
SPROD,5565536413.jpg,126,2,8,0,",all os [aomtomg fraddoto",man is painting ??,man /is painting/ ??,Unknown,Unknown,0,1,Incomplete,A man is painting a mural.,man,painting,mural,door,2,FED_20191120b_3T2,50,281
SPROD,4436749692.jpg,68,2,2,0,"f ,f,u no",??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A man is reading the newspaper.,man,reading,newspaper,,5,FED_20191204a_3T2,22,116
SPROD,7348289414.jpg,108,2,2,0,f ejmfi od rjkgj,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A (young) child is eating an apple.,child,eating,apple,,5,FED_20191204a_3T2,23,123
SPROD,4968012871.jpg,72,2,2,0,f lji,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is holding a chicken/rooster.,woman,holding,chicken/rooster,,5,FED_20191204a_3T2,24,130
SPROD,3549408779.jpg,109,2,2,0,f wjmfi no tj,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A dog is swimming (in a pool).,dog,swimming,,pool/water,5,FED_20191204a_3T2,25,137
SPROD,5194027799.jpg,79,2,2,0,f ojmu dp,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is holding a puppy.,woman,holding,puppy,,5,FED_20191204a_3T2,27,158
SPROD,3686889377.jpg,121,2,2,0,"f ,jo of wfitun",??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is washing the dishes.,woman,washing,dishes,kitchen sink,5,FED_20191204a_3T2,28,165
SPROD,3652094744.jpg,65,2,2,0,f lfju od vfuu,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A (little) boy is watering a plant.,boy,watering,plant,,5,FED_20191204a_3T2,29,172
SPROD,104669470.jpg,70,2,2,0,[tll diooio,??,??,Unknown,Unknown,Unknown,Unknown,Unknown,A woman is carrying a bowl of fruit on her head.,woman,carrying,bowl,fruit/head,5,FED_20191204a_3T2,30,179
SPROD,807129.jpg,47,1,12,0,PLAYING THE FLUTE,playing the flute,/playing/ the flute,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A man is playing the flute.,man,playing/sitting,flute,outside,6,FED_20191204b_3T2,18,86
SPROD,2667549961.jpg,10,1,12,0,CRAWLING TOWARD BOTTLE,crawling toward bottle,/crawling/ toward bottle,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A baby is crawling (on a floor toward a water bottle).,baby,crawling,,floor/bottle,6,FED_20191204b_3T2,19,93
SPROD,6596861005.jpg,17,1,12,0,LOOKING AT AM AP,looking at a map,/looking/ at a map,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is reading a map.,woman,reading,map,water,6,FED_20191204b_3T2,20,100
SPROD,6918285809.jpg,21,1,12,0,POURING A DRINK,pouring a drink,/pouring/ a drink,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,6,FED_20191204b_3T2,21,107
SPROD,4766583860.jpg,38,1,12,0,PLAYING ON SWING,playing on swing,/playing/ on swing,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,1,A girl is swinging (on a swing).,girl,swinging,,swing set,6,FED_20191204b_3T2,31,188
SPROD,6354735653.jpg,62,1,12,0,CLIMBING A ROCK,climbing a rock,/climbing/ a rock,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A man is rock climbing.,man,rock climbing,,cliff/rock,6,FED_20191204b_3T2,32,195
SPROD,7995263133.jpg,64,1,12,0,SLEEPING ON PILLOW,sleeping on pillow,/sleeping/ on pillow,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A young boy is sleeping (on a striped pillow).,boy,sleeping,,pillow,6,FED_20191204b_3T2,33,202
SPROD,4618092593.jpg,37,1,12,0,SHAVING HEAD,shaving head,/shaving/ head,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,Two men are shaving their heads.,men,shaving,heads,razor,6,FED_20191204b_3T2,34,209
SPROD,3660826540.jpg,99,2,9,0,npy os opmotomg,boy is pointing,boy /is pointing/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A little boy is pointing at something.,boy,pointing,,something,3,FED_20191120b_3T2,6,28
SPROD,4390269250.jpg,104,2,9,0,girlioseatomg a star,girl is eating a stra,girl /is eating/ a stra,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A (little) girl is eating a strawberry.,girl,eating,strawberry,,3,FED_20191120b_3T2,7,35
SPROD,2047030603.jpg,82,2,9,0,",am os sjp[[iomgm",man is pushing,man /is pushing/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A man is pushing a cart full of grocery bags.,man,pushing,cart,bags,3,FED_20191120b_3T2,8,42
SPROD,4555514125.jpg,86,2,9,0,",ak oos swattomg",man is sweating,man /is sweating/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A man is pushing a couch down a street/sidewalk.,man,pushing,couch,sidewalk/street,3,FED_20191120b_3T2,9,49
SPROD,41105465.jpg,80,2,9,0,man is meditatin,man is meditating,man/ is meditating/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A man is meditating in a park.,man,meditating,,park,3,FED_20191120b_3T2,43,246
SPROD,3652094744.jpg,65,2,9,0,noy is water a tree,boy is water a tree,boy/ is water/ a tree,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A (little) boy is watering a plant.,boy,watering,plant,,3,FED_20191120b_3T2,44,253
SPROD,8189395281.jpg,111,2,9,0,"wom,an is roller derbying",woman is roller derbying,woman /is roller derbying/,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,NA,A woman is roller skating.,woman,roller skating,,indoors,3,FED_20191120b_3T2,45,260
SPROD,5505219003.jpg,128,2,9,0,man is writing on chalkboard,man is writing on chalkboard,man /is writing/ on chalkboard,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,0,A man is writing on a chalkboard.,man,writing,equations,chalkboard,3,FED_20191120b_3T2,46,267
SPROD,150582765.jpg,105,2,4,0,a hl/ os talom []opftores,a girl is taking pictures,a girl/ is taking/ pictures,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is taking a picture (with a camera).,woman,taking,picture,camera,4,FED_20200213b_3T2,14,72
SPROD,4511110810.jpg,89,2,4,0,"a .a,ps n’pm,h nonn;rd",a man is blowing bubbles,a man /is blowing/ bubbles,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is blowing bubbles.,man,blowing,bubbles,,4,FED_20200213b_3T2,15,79
SPROD,3686889377.jpg,121,2,4,0,"a rtd[k, pd esdjpm,h ]’atyeds",a woman is washing dishes,a woman/ is washing/ dishes,2+,Subject and Tensed Gerund Verb Well Formed,1,1,0,A woman is washing the dishes.,woman,washing,dishes,kitchen sink,4,FED_20200213b_3T2,16,86
SPROD,4895017117.jpg,92,2,4,0,"a ‘e;,s ps v’ap,h",a man is vacuuming,a man/ is vacuuming/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A man is vacuuming (a bedroom).,man,vacuuming,room,floor/carpet,4,FED_20200213b_3T2,17,93
SPROD,44419435.jpg,76,2,4,0,"as jot dpyyp,h",a girl sitting,a girl /sitting/,2+,Subject and Gerund Well-Formed,1,0,NA,A young girl is sitting on a railing.,girl,sitting,,railing,4,FED_20200213b_3T2,35,202
SPROD,5293561716.jpg,116,2,4,0,"as npy ‘auph, ‘pam,a",a boy playing piano,a boy /playing/ piano,2+,Subject and Gerund Well-Formed,1,0,0,A (young) boy is playing the piano.,boy,playing,piano,,4,FED_20200213b_3T2,36,209
SPROD,4842516865.jpg,94,2,4,0,"a .a, cvoyyp,h w[[d",a man chopping wood,a man /chopping/ wood,2+,Subject and Gerund Well-Formed,1,0,1,A man is chopping wood.,man,chopping,wood,axe,4,FED_20200213b_3T2,37,216
SPROD,4572715888.jpg,74,2,4,0,"a ,am tradomh waoomy gpt tyraom",a man reading book on train,a man/ reading/ book on train,2+,"Subject and Gerund ""Newspaper Syntax""",1,0,0,A man is reading a book (while waiting for the train).,man,reading,book,subway/train,4,FED_20200213b_3T2,38,223
SPROD,4621100791.jpg,5,1,5,0,W0KAJ JA--T9J,woman sleeping,woman /sleeping/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is sleeping on a chair/bench (outside).,man,sleeping,bench,outside,5,FED_20191204c_3T2,10,58
SPROD,126594141.jpg,26,1,5,0,T9E9JG SU0W,tying shoe,/tying /shoe,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman is tying her shoe (on a soccer field).,woman,tying,shoe,field,5,FED_20191204c_3T2,11,65
SPROD,2667549961.jpg,10,1,5,0,BARBHY CAARWLONG,baby crying,baby/ crying/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A baby is crawling (on a floor toward a water bottle).,baby,crawling,,floor/bottle,5,FED_20191204c_3T2,12,72
SPROD,41999070.jpg,46,1,5,0,D0WGS SW09KK9JG,dogs swimming,dogs /swimming/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A group of dogs are playing in a fountain/pool.,group,playing,,fountain/pool/water,5,FED_20191204c_3T2,13,79
SPROD,5534793306.jpg,48,1,5,0,MAN APINMTMG,man painting,man /painting/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is painting a column (on a ladder).,man,painting,column,ladder,5,FED_20191204c_3T2,39,216
SPROD,5543900069.jpg,40,1,5,0,"W,AM DRIMNG JRAIG",woman drying hair,woman /drying/ hair,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A woman is blowdrying her hair.,woman,blowdrying,hair,,5,FED_20191204c_3T2,40,223
SPROD,4772785237.jpg,25,1,5,0,",AM SWEEO[OMG",man sweeping,man /sweeping/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is sweeping the sidewalk.,man,sweeping,sidewalk,,5,FED_20191204c_3T2,41,230
SPROD,4678843953.jpg,32,1,5,0,AZW THORWIMNG,axe throwing,axe /throwing/,2+,Gerund,NA,0,NA,A man is throwing an axe.,man,throwing,axe,,5,FED_20191204c_3T2,42,237
SPROD,7819772858.jpg,52,1,11,0,",amn sierfimhm",man surfing,man/ surfing/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is surfing.,man,surfing,,wave/surfboard,2,FED_20200130a_3T2,14,72
SPROD,5534793306.jpg,48,1,11,0,",qm pqomromhsal",man painting,man /painting/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A man is painting a column (on a ladder).,man,painting,column,ladder,2,FED_20200130a_3T2,15,79
SPROD,6681702227.jpg,33,1,11,0,im jjaoierc c,??,??,Unknown,Unknown,Unknown,0,Unknown,A woman is cutting a man's hair.,woman,cutting,hair,man/haircut,2,FED_20200130a_3T2,16,86
SPROD,4263999253.jpg,56,1,11,0,smow sjovellimfg,snow shovelling,snow /shovelling/,2+,Gerund,NA,0,NA,Two kids are shoveling snow.,kids,shoveling,snow,,2,FED_20200130a_3T2,17,93
SPROD,5543900069.jpg,40,1,11,0,fir derimfgg jaor4,girl drying hair,girl /drying/ hair,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,0,A woman is blowdrying her hair.,woman,blowdrying,hair,,2,FED_20200130a_3T2,35,202
SPROD,5241718422.jpg,19,1,11,0,cardkp ecerciose,cardio exercise,cardio exercise,2+,Noun Phrase,NA,NA,NA,A man is running on a treadmill.,man,running,,treadmill,2,FED_20200130a_3T2,36,209
SPROD,6918285809.jpg,21,1,11,0,",am ar wimdowf",man at window,man// at window,2+,Noun Phrase,0,NA,0,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,2,FED_20200130a_3T2,37,216
SPROD,325742196.jpg,4,1,11,0,ikir plaimfwot,girl playing,girl/ playing/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,NA,A little girl is playing with dolls/toys.,girl,playing,toys/dolls,,2,FED_20200130a_3T2,38,223
SPROD,55903788.jpg,2,1,3,0,brushing hair,brushing hair,/brushing/ hair,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman brushes another woman's hair.,woman,brushes,hair,woman,4,FED_20200130b_3T2,18,102
SPROD,126594141.jpg,26,1,3,0,tying cleats,tying cleats,/tying/ cleats,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A woman is tying her shoe (on a soccer field).,woman,tying,shoe,field,4,FED_20200130b_3T2,19,109
SPROD,7028846053.jpg,42,1,3,0,eating doodles yum,eating noodles yum,/eating/ noodles yum,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is eating noodles (from a bowl).,woman,eating,noodles,bowl/chopsticks,4,FED_20200130b_3T2,20,116
SPROD,4696829163.jpg,54,1,3,0,holding up a fish,holding up a fish,/holding/ up a fish,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A boy is holding up a fish (he caught).,boy,holding,fish,caught,4,FED_20200130b_3T2,21,123
SPROD,2667549961.jpg,10,1,3,0,baby crawling,baby crawling,baby/ crawling/,2+,"Subject and Gerund ""Newspaper Syntax""",0,0,1,A baby is crawling (on a floor toward a water bottle).,baby,crawling,,floor/bottle,4,FED_20200130b_3T2,31,172
SPROD,325742196.jpg,4,1,3,0,playing with dolls,playing with dolls,/playing/ with dolls,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A little girl is playing with dolls/toys.,girl,playing,toys/dolls,,4,FED_20200130b_3T2,32,179
SPROD,6918285809.jpg,21,1,3,0,pouring drink,pouring drink,/pouring/ drink,2+,"Subject-less Gerund Phrase ""Newspaper Headline Syntax"" Object",NA,0,0,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,4,FED_20200130b_3T2,33,186
SPROD,6303184938.jpg,58,1,3,0,looking through a microscope,looking through a microscope,/looking/ through a microscope,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A man is looking through a microscope.,man,looking,microscope,,4,FED_20200130b_3T2,34,193
SPROD,29850055.jpg,50,1,6,0,0,0,0,?,?,?,?,?,A (little/young) boy is playing in the sand.,boy,playing,,sand,1,FED_20200205b_3T2,6,44
SPROD,4704668708.jpg,15,1,6,0,0,0,0,?,?,?,?,?,A little boy is opening a gift/present.,boy,opening,gift/present,,1,FED_20200205b_3T2,7,51
SPROD,4618092593.jpg,37,1,6,0,0,0,0,?,?,?,?,?,Two men are shaving their heads.,men,shaving,heads,razor,1,FED_20200205b_3T2,8,58
SPROD,5194023863.jpg,28,1,6,0,0,0,0,?,?,?,?,?,A (little) girl is holding a snail.,girl,holding,snail,,1,FED_20200205b_3T2,9,65
SPROD,7819772858.jpg,52,1,6,0,0,0,0,?,?,?,?,?,A man is surfing.,man,surfing,,wave/surfboard,1,FED_20200205b_3T2,43,230
SPROD,3818278154.jpg,39,1,6,0,0,0,0,?,?,?,?,?,A group of people are doing yoga on a beach.,group,doing,yoga,beach,1,FED_20200205b_3T2,44,237
SPROD,6918285809.jpg,21,1,6,0,0,0,0,?,?,?,?,?,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,1,FED_20200205b_3T2,45,244
SPROD,6882674785.jpg,20,1,6,0,0,0,0,?,?,?,?,?,A little girl is blowing bubbles.,girl,blowing,bubbles,,1,FED_20200205b_3T2,46,251
SPROD,6160193920.jpg,90,2,11,0,[a9yiuu9jg,laughing,laughing,1,Gerund,NA,0,NA,A woman is smiling/laughing.,woman,smiling/laughing,,,5,FED_20200130c_3T2,14,72
SPROD,4968012871.jpg,72,2,11,0,u0pg9jb a h9rd,holding a bird,/holding/ a bird,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is holding a chicken/rooster.,woman,holding,chicken/rooster,,5,FED_20200130c_3T2,15,79
SPROD,3800306463.jpg,77,2,11,0,u9dd9jg c8c8jers,holding cucumbers,/holding/ cucumbers,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A (little) boy is holding two large cucumbers.,boy,holding,cucumbers,,5,FED_20200130c_3T2,16,86
SPROD,4322110026.jpg,101,2,11,0,fauv9jg,shaving,shaving,1,Gerund,NA,0,NA,A man is shaving his face.,man,shaving,face,,5,FED_20200130c_3T2,17,93
SPROD,6094931376.jpg,100,2,11,0,i0o9jg,hiking,hiking,1,Gerund,NA,0,NA,A group of people are hiking (up a mountain/trail).,group,hiking,,mountain/trail,5,FED_20200130c_3T2,35,202
SPROD,2763354860.jpg,127,2,11,0,e0co c[9k9gjfg,rock climbing,rock /climbing/,2+,Gerund,NA,0,NA,A (young) girl is rock climbing.,girl,rock climbing,,,5,FED_20200130c_3T2,36,209
SPROD,4610962283.jpg,97,2,11,0,[ak0kg as iuasr=,playing a harp,/playing/ a harp,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is playing the harp.,woman,playing,harp,,5,FED_20200130c_3T2,37,216
SPROD,3719712280.jpg,98,2,11,0,vartug a f9tdu,catching a frisbee,/catching /a frisbee,2+,Subject-less Gerund Verb Phrase With Grammatically Well-Formed Object,NA,0,1,A woman is diving to catch a frisbee.,woman,diving/catching,frisbee,,5,FED_20200130c_3T2,38,223
SPROD,5283494184.jpg,107,2,4,0,a man is blwoing leaves,a man is blowing leaves,a man/ is blowing/ leaves,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is blowing leaves (with a leaf blower).,woman,blowing,leaves,leaf blower,4,FED_20191120c_3T2,14,72
SPROD,2889481764.jpg,123,2,4,0,a man is paiunting a cstle,a man is painting a castle,a man/ is painting /a castle,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is painting a castle.,man,painting,castle,,4,FED_20191120c_3T2,15,79
SPROD,4753970630.jpg,122,2,4,0,a girl is jumping ino a pool,a girl is jumping ino a pool,a gir/l is jumping/ ino a pool,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A little girl is jumping into a pool.,girl,jumping,,pool,4,FED_20191120c_3T2,16,86
SPROD,5565536413.jpg,126,2,4,0,a man is defiling a beautiful wall,a man is defiling a beautiful wall,a man/ is defiling /a beautiful wall,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is painting a mural.,man,painting,mural,door,4,FED_20191120c_3T2,17,93
SPROD,5925544950.jpg,125,2,4,0,a woman is fishina,a woman is fishing,a woman/ is fishing/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A woman is fishing.,woman,fishing,,lake/river/pond,4,FED_20191120c_3T2,35,202
SPROD,4390269250.jpg,104,2,4,0,llittle girl is eating a strawbverr,llittle girl is eating a strawberry,llittle girl/ is eating/ a strawberry,2+,"Subject and Tensed Gerund Verb ""Newspaper Syntax""",0,1,1,A (little) girl is eating a strawberry.,girl,eating,strawberry,,4,FED_20191120c_3T2,36,209
SPROD,4511110810.jpg,89,2,4,0,a man is bvlowiubng buuybvkes,a man is blowing bubbles,a man/ is blowing/ bubbles,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A man is blowing bubbles.,man,blowing,bubbles,,4,FED_20191120c_3T2,37,216
SPROD,4715971264.jpg,88,2,4,0,a man is jggling,a man is juggling,a man /is juggling/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A (young) man is juggling (three balls).,man,juggling,balls,,4,FED_20191120c_3T2,38,223
SPROD,1414454789.jpg,61,1,4,0,chefs are cooking in a kitchen,chefs are cooking in a kitchen,chefs/ are cooking/ in a kitchen,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,Chefs are preparing food in a kitchen.,chefs,preparing,food,kitchen,4,FED_20200205a_3T2,14,72
SPROD,4704668708.jpg,15,1,4,0,a bow is throwing paper out of a presesnt,a boy is throwing paper out of a present,a boy/ is throwing/ paper out of a present,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A little boy is opening a gift/present.,boy,opening,gift/present,,4,FED_20200205a_3T2,15,79
SPROD,3818278154.jpg,39,1,4,0,people are meditating on a beach,people are meditating on a beach,people /are meditating/ on a beach,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A group of people are doing yoga on a beach.,group,doing,yoga,beach,4,FED_20200205a_3T2,16,86
SPROD,55903788.jpg,2,1,4,0,a woman is brushing another woman's hair,a woman is brushing another woman's hair,a woman/ is brushing /another woman's hair,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman brushes another woman's hair.,woman,brushes,hair,woman,4,FED_20200205a_3T2,17,93
SPROD,4618092593.jpg,37,1,4,0,two men are shsving their heads bald,two men are shsving their heads bald,two men /are shsving/ their heads bald,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,Two men are shaving their heads.,men,shaving,heads,razor,4,FED_20200205a_3T2,35,202
SPROD,6053720349.jpg,11,1,4,0,a child is coming out of a suitcase,a child is coming out of a suitcase,a child/ is coming/ out of a suitcase,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A baby is sitting in a suitcase.,baby,sitting,,suitcase/luggage,4,FED_20200205a_3T2,36,209
SPROD,5543900069.jpg,40,1,4,0,a woman is blowdrying her hair,a woman is blowdrying her hair,a woman/ is blowdrying/ her hair,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is blowdrying her hair.,woman,blowdrying,hair,,4,FED_20200205a_3T2,37,216
SPROD,4789495327.jpg,31,1,4,0,a woman is talking on a cell phone,a woman is talking on a cell phone,a woman/ is talking/ on a cell phone,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A woman is talking on a cell phone.,woman,talking,,cell phone,4,FED_20200205a_3T2,38,223
SPROD,29850055.jpg,50,1,1,0,Unintelligible,unintelligible,unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,A (little/young) boy is playing in the sand.,boy,playing,,sand,1,FED_20191204c_3T2,2,14
SPROD,4704668708.jpg,15,1,1,0,Unintelligible,unintelligible,unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,A little boy is opening a gift/present.,boy,opening,gift/present,,1,FED_20191204c_3T2,3,21
SPROD,4618092593.jpg,37,1,1,0,Unintelligible,unintelligible,unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,Two men are shaving their heads.,men,shaving,heads,razor,1,FED_20191204c_3T2,4,28
SPROD,5194023863.jpg,28,1,1,0,Unintelligible,unintelligible,unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,Unintelligible,A (little) girl is holding a snail.,girl,holding,snail,,1,FED_20191204c_3T2,5,35
SPROD,7819772858.jpg,52,1,1,0,SURF,surf,surf,1,Noun,NA,NA,NA,A man is surfing.,man,surfing,,wave/surfboard,1,FED_20191204c_3T2,47,260
SPROD,3818278154.jpg,39,1,1,0,UOGA,yoga,yoga,1,Noun,NA,NA,NA,A group of people are doing yoga on a beach.,group,doing,yoga,beach,1,FED_20191204c_3T2,48,267
SPROD,6918285809.jpg,21,1,1,0,NARTMNDER,bartender,bartender,1,Noun,NA,NA,NA,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,1,FED_20191204c_3T2,49,274
SPROD,6882674785.jpg,20,1,1,0,GIRLWITHFLOWR,girl with flower,girl //with flower,2+,Noun Phrase,0,NA,0,A little girl is blowing bubbles.,girl,blowing,bubbles,,1,FED_20191204c_3T2,50,281
SPROD,6918285809.jpg,21,1,12,0,a man is pouring a drink,a man is pouring a drink,a man/ is pouring/ a drink,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A bartender is pouring/mixing a drink.,bartender,pouring/mixing,drink,glass,6,FED_20200130d_3T2,18,86
SPROD,6225280494.jpg,9,1,12,0,a person is hurdling,a person is hurdling,a person /is hurdling/,2+,Subject and Tensed Gerund Verb Well Formed,1,1,NA,A man is jumping over a hurdle.,man,jumping,,hurdle,6,FED_20200130d_3T2,19,93
SPROD,4696829163.jpg,54,1,12,0,a boy is holding a fish,a boy is holding a fish,a boy/ is holding/ a fish,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,A boy is holding up a fish (he caught).,boy,holding,fish,caught,6,FED_20200130d_3T2,20,100
SPROD,4688958106.jpg,8,1,12,0,people are p[erforming surgeru,people are performing surgery,people /are performing/ surgery,2+,Subject and Tensed Gerund Verb Well Formed,1,1,1,Two doctors/surgeons are operating/performing surgery.,doctors/surgeons,operating/performing,surgery,,6,FED_20200130d_3T2,21,107
SPROD,4766583860.jpg,38,1,12,0,a girl is on the swing,a girl is on the swing,a girl/ is/ on the swing,2+,Subject and Non-Gerund Verb Well Formed,1,1,1,A girl is swinging (on a swing).,girl,swinging,,swing set,6,FED_20200130d_3T2,31,188
