Condition,Item,ItemNum,List,Order,RT,Response,Run,SubjID,TrialNumber,TrialOnset,Unnamed: 11,Unnamed: 12
WPROD,noodle_12s-matterhorn-425134_960_720-plant_09s.jpg,22,1,4,0,"spaghetti, mountain, plai",4,FED_20200205a_3T2,29,172,,
WPROD,arm_07s-deer_06s-bubble_01b.jpg,57,1,4,0,"arm, doeer, bubbles",4,FED_20200205a_3T2,30,179,,
EVSEM,4263999253.jpg,56,1,4,0,2,4,FED_20200205a_3T2,31,188,,
EVSEM,4678843953.jpg,32,1,4,0,1,4,FED_20200205a_3T2,32,191,,
EVSEM,33256003.jpg,36,1,4,0,1,4,FED_20200205a_3T2,33,194,,
EVSEM,5220880759.jpg,16,1,4,0,1,4,FED_20200205a_3T2,34,197,,
SPROD,4618092593.jpg,37,1,4,0,two men are shsving their heads bald,4,FED_20200205a_3T2,35,202,,
SPROD,6053720349.jpg,11,1,4,0,a child is coming out of a suitcase,4,FED_20200205a_3T2,36,209,,
SPROD,5543900069.jpg,40,1,4,0,a woman is blowdrying her hair,4,FED_20200205a_3T2,37,216,,
SPROD,4789495327.jpg,31,1,4,0,a woman is talking on a cell phone,4,FED_20200205a_3T2,38,223,,
NPROD,SWULGE    FLOMP    SPLYNCH    SPREP,30,1,4,0,swulge flomp spynch sprep,4,FED_20200205a_3T2,39,232,,
NPROD,BLOLT    SLOAL    SNEAF    TWORCE,34,1,4,0,"blolt sloal, sneaf, tworce",4,FED_20200205a_3T2,40,239,,
NPROD,SCRUITE    KNULF    YOOVE    THWOATHE,32,1,4,0,"scruite snulf, yoove, thwoathe",4,FED_20200205a_3T2,41,246,,
NPROD,SHRAIM    THUICE    SKISE    SNARSH,13,1,4,0,shraim thuise snarsh,4,FED_20200205a_3T2,42,253,,
WCOMP,SCISSORS     BEACH     POOL TABLE     PIANO,128,1,4,0,scissors beach pool t,4,FED_20200205a_3T2,43,262,,
WCOMP,SNOW     TOOTH,96,1,4,0,0,4,FED_20200205a_3T2,44,265,,
WCOMP,BEACH     ARM     ROCK     RAZOR,72,1,4,0,0,4,FED_20200205a_3T2,45,268,,
WCOMP,TOY TRAIN     ACCORDION     CHICKEN,73,1,4,0,0,4,FED_20200205a_3T2,46,271,,
SCOMP,A MAN IS PAINTING A MURAL,126,1,4,0,0,4,FED_20200205a_3T2,47,276,,
SCOMP,A MAN IS VACUUMING,92,1,4,0,0,4,FED_20200205a_3T2,48,279,,
SCOMP,A MAN IS SITTING ON A BENCH READING THE NEWSPAPER,119,1,4,0,0,4,FED_20200205a_3T2,49,282,,
SCOMP,A MAN IS READING A BOOK,74,1,4,0,0,4,FED_20200205a_3T2,50,285,,
FIX,+,0,1,4,0,0,4,FED_20200205a_3T2,51,288,,
FIX,+,0,1,1,0,0,1,FED_20191204c_3T2,1,0,,
SPROD,29850055.jpg,50,1,1,0,unintelligible,1,FED_20191204c_3T2,2,14,,
SPROD,4704668708.jpg,15,1,1,0,unintelligible,1,FED_20191204c_3T2,3,21,,
SPROD,4618092593.jpg,37,1,1,0,unintelligible,1,FED_20191204c_3T2,4,28,,
SPROD,5194023863.jpg,28,1,1,0,unintelligible,1,FED_20191204c_3T2,5,35,,
EVSEM,6596861005.jpg,17,1,1,0,OUT,1,FED_20191204c_3T2,6,44,,
EVSEM,1414454789.jpg,61,1,1,0,IN,1,FED_20191204c_3T2,7,47,,
EVSEM,5241718422.jpg,19,1,1,0,IN,1,FED_20191204c_3T2,8,50,,
EVSEM,2667549961.jpg,10,1,1,0,IN,1,FED_20191204c_3T2,9,53,,
WPROD,paintbrush_10s-shower_13n-pool_table_03s.jpg,1,1,1,0,NRUSHSOWEM,1,FED_20191204c_3T2,10,58,,
WPROD,stair_16s-ice_cream_10s.jpg,24,1,1,0,"STARISICECREA,",1,FED_20191204c_3T2,11,65,,
WPROD,rollerblade_07s-shovel_09s-cyprus-4026880_960_720-bottle_06s.jpg,56,1,1,0,SKATESHOWVVLN,1,FED_20191204c_3T2,12,72,,
WPROD,bowl_08s-pipe1_12s-flute_11s.jpg,20,1,1,0,ELPOPGLIYR,1,FED_20191204c_3T2,13,79,,
SCOMP,TWO GIRLS ARE ARM-WRESTLING,117,1,1,0,0,1,FED_20191204c_3T2,14,88,,
SCOMP,A MAN IS PAINTING A MURAL,126,1,1,0,0,1,FED_20191204c_3T2,15,91,,
SCOMP,TWO MEN ARE PLAYING CHECKERS,118,1,1,0,0,1,FED_20191204c_3T2,16,94,,
SCOMP,A WOMAN IS CARRYING A BOWL OF FRUIT ON HER HEAD,70,1,1,0,0,1,FED_20191204c_3T2,17,97,,
WCOMP,SHOE     TELESCOPE     NOODLE     SKATEBOARD,100,1,1,0,0,1,FED_20191204c_3T2,18,102,,
WCOMP,BLOWDRYER     LADDER     BABY,112,1,1,0,0,1,FED_20191204c_3T2,19,105,,
WCOMP,SCISSORS     CASTLE     BENCH,117,1,1,0,0,1,FED_20191204c_3T2,20,108,,
WCOMP,HOLE     MAGNIFYING GLASS,75,1,1,0,0,1,FED_20191204c_3T2,21,111,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,1,1,0,"DFEEWNS,ILR",1,FED_20191204c_3T2,22,116,,
NPROD,TROLF    FLUINT    PLYBE    SPRUITE,9,1,1,0,TROLFFLLIT,1,FED_20191204c_3T2,23,123,,
NPROD,THOFF    SNITH    FROOP    PHIMP,28,1,1,0,HOFFSNOITHF,1,FED_20191204c_3T2,24,130,,
NPROD,SCRUITE    KNULF    YOOVE    THWOATHE,32,1,1,0,SCRTYEKNSLEZTWAJULG,1,FED_20191204c_3T2,25,137,,
FIX,+,0,1,1,0,0,1,FED_20191204c_3T2,26,144,,
NPROD,SLEZ    TWAUL    GWUG    PHRIEF,61,1,1,0,SLEZTWAJULGU[G,1,FED_20191204c_3T2,27,158,,
NPROD,PHLIN    STRIDGE    SKUS    DWIB,51,1,1,0,LINSTRDHJZ;[YHEO,1,FED_20191204c_3T2,28,165,,
NPROD,JALP    THWOOVE    SPRUSP    SCRILE,40,1,1,0,EDYER;NDBT]],1,FED_20191204c_3T2,29,172,,
NPROD,SWULB    SCROISE    SMIRTH    THISP,64,1,1,0,SOE[OLLLL,1,FED_20191204c_3T2,30,179,,
WCOMP,SWING SET     HULA HOOP     SHOVEL     HAND,119,1,1,0,0,1,FED_20191204c_3T2,31,188,,
WCOMP,LEAVES     PIPE     COLUMN,71,1,1,0,0,1,FED_20191204c_3T2,32,191,,
WCOMP,FLUTE     SIDEWALK     COCKTAIL     RAILING,108,1,1,0,0,1,FED_20191204c_3T2,33,194,,
WCOMP,WINDOW     HAIRBRUSH,106,1,1,0,0,1,FED_20191204c_3T2,34,197,,
SCOMP,A MAN IS PLAYING THE SAXOPHONE,85,1,1,0,0,1,FED_20191204c_3T2,35,202,,
SCOMP,A MAN IS PLAYING THE ACCORDION,78,1,1,0,0,1,FED_20191204c_3T2,36,205,,
SCOMP,A MAN IS PLAYING POOL,83,1,1,0,0,1,FED_20191204c_3T2,37,208,,
SCOMP,A WOMAN IS WASHING THE DISHES,121,1,1,0,0,1,FED_20191204c_3T2,38,211,,
WPROD,boot_13s-pillow_13n-telescope_03n.jpg,36,1,1,0,WVANO]W,1,FED_20191204c_3T2,39,216,,
WPROD,canoe_12s-train_set_07s-dog_01b.jpg,18,1,1,0,TRAINS,1,FED_20191204c_3T2,40,223,,
WPROD,shirt_02s-puppy_01b-house-2365524_960_720-leaves-1721983_960_720.jpg,8,1,1,0,SHIRTDO,1,FED_20191204c_3T2,41,230,,
WPROD,bird_12s-apple_10s-skateboard_07s.jpg,23,1,1,0,HMUNERDA,1,FED_20191204c_3T2,42,237,,
EVSEM,4896173039.jpg,22,1,1,0,ONE,1,FED_20191204c_3T2,43,246,,
EVSEM,4585839343.jpg,44,1,1,0,TWO,1,FED_20191204c_3T2,44,249,,
EVSEM,6721214117.jpg,41,1,1,0,IN,1,FED_20191204c_3T2,45,252,,
EVSEM,5543900069.jpg,40,1,1,0,IN,1,FED_20191204c_3T2,46,255,,
SPROD,7819772858.jpg,52,1,1,0,SURF,1,FED_20191204c_3T2,47,260,,
SPROD,3818278154.jpg,39,1,1,0,UOGA,1,FED_20191204c_3T2,48,267,,
SPROD,6918285809.jpg,21,1,1,0,NARTMNDER,1,FED_20191204c_3T2,49,274,,
SPROD,6882674785.jpg,20,1,1,0,GIRLWITHFLOWR,1,FED_20191204c_3T2,50,281,,
FIX,+,0,1,1,0,0,1,FED_20191204c_3T2,51,288,,
FIX,+,0,1,12,0,0,6,FED_20200130d_3T2,1,0,,
WCOMP,AXE     COCKTAIL     SEWING MACHINE,126,1,12,0,0,6,FED_20200130d_3T2,2,14,,
WCOMP,TREE     CHECKERS     TREADMILL,76,1,12,0,0,6,FED_20200130d_3T2,3,17,,
WCOMP,SNOW     TOOTH,96,1,12,0,0,6,FED_20200130d_3T2,4,20,,
WCOMP,FRISBEE     SHOPPING CART     EYE,97,1,12,0,0,6,FED_20200130d_3T2,5,23,,
SCOMP,A MAN IS WRITING ON A CHALKBOARD,128,1,12,0,0,6,FED_20200130d_3T2,6,28,,
SCOMP,A GROUP OF PEOPLE ARE HIKING UP A MOUNTAIN,100,1,12,0,0,6,FED_20200130d_3T2,7,31,,
SCOMP,A GIRL IS HULA-HOOPING,75,1,12,0,0,6,FED_20200130d_3T2,8,34,,
SCOMP,A WOMAN IS SMILING,90,1,12,0,0,6,FED_20200130d_3T2,9,37,,
WPROD,hole_09s-deer_06s-swimming_pool_18s.jpg,9,1,12,0,holedeerpool,6,FED_20200130d_3T2,10,42,,
WPROD,lawnmower_07s-cucumber_07s.jpg,29,1,12,0,lawnmowercucumbers,6,FED_20200130d_3T2,11,49,,
WPROD,boot_13s-pillow_13n-telescope_03n.jpg,36,1,12,0,bootspillowtelescope,6,FED_20200130d_3T2,12,56,,
WPROD,cocktail_01b-doll_10s-rollerblade_07s.jpg,10,1,12,0,cocktaildollsrollerblades,6,FED_20200130d_3T2,13,63,,
EVSEM,6596861005.jpg,17,1,12,0,2,6,FED_20200130d_3T2,14,72,,
EVSEM,3818278154.jpg,39,1,12,0,2,6,FED_20200130d_3T2,15,75,,
EVSEM,3672940355.jpg,12,1,12,0,2,6,FED_20200130d_3T2,16,78,,
EVSEM,4696829163.jpg,54,1,12,0,2,6,FED_20200130d_3T2,17,81,,
SPROD,6918285809.jpg,21,1,12,0,a man is pouring a drink,6,FED_20200130d_3T2,18,86,,
SPROD,6225280494.jpg,9,1,12,0,a person is hurdling,6,FED_20200130d_3T2,19,93,,
SPROD,4696829163.jpg,54,1,12,0,a boy is holding a fish,6,FED_20200130d_3T2,20,100,,
SPROD,4688958106.jpg,8,1,12,0,people are p[erforming surgeru,6,FED_20200130d_3T2,21,107,,
NPROD,PLOGUE    SCROOT    KNARP    SWEUTH,52,1,12,0,ploguescrootknarpsweuth,6,FED_20200130d_3T2,22,116,,
NPROD,GLISQUE    TROAR    SCREAGUE    GLOWSE,42,1,12,0,glisquetroarscreagueglowse,6,FED_20200130d_3T2,23,123,,
NPROD,SPLUNCH    SPLEAT    THERGE    DRELT,44,1,12,0,splunchspleatthergedrelt,6,FED_20200130d_3T2,24,130,,
NPROD,KNOOSH    SPLIEGE    THAIF    THOZ,60,1,12,0,knooshspliegethaifthoz,6,FED_20200130d_3T2,25,137,,
FIX,+,0,1,12,0,0,6,FED_20200130d_3T2,26,144,,
NPROD,ZOOTH    GLANC    PHLOURGE    PHLIDGE,41,1,12,0,zooth glancphlourgephlidge,6,FED_20200130d_3T2,27,158,,
NPROD,DRAUTCH    BLOURSE    SHRAMN    RHONK,2,1,12,0,drautchblourseshramnrhonk,6,FED_20200130d_3T2,28,165,,
NPROD,PRAUGHT    GWAWK    SNEASH    PRUICE,19,1,12,0,praiughtgwawksheeashpruice,6,FED_20200130d_3T2,29,172,,
NPROD,SPROTH    SCRIF    FLURP    BLAIT,17,1,12,0,sp[rothscrifflurpblait,6,FED_20200130d_3T2,30,179,,
SPROD,4766583860.jpg,38,1,12,0,a girl is on the swing,6,FED_20200130d_3T2,31,188,,
SPROD,3672940355.jpg,12,1,12,0,a girl is kicking a ball,6,FED_20200130d_3T2,32,195,,
SPROD,6303184938.jpg,58,1,12,0,a guy is looking through a mciroscope,6,FED_20200130d_3T2,33,202,,
SPROD,7188003.jpg,51,1,12,0,a person isskiing,6,FED_20200130d_3T2,34,209,,
EVSEM,4387675829.jpg,14,1,12,0,1,6,FED_20200130d_3T2,35,218,,
EVSEM,3819214047.jpg,59,1,12,0,2,6,FED_20200130d_3T2,36,221,,
EVSEM,2667549961.jpg,10,1,12,0,1,6,FED_20200130d_3T2,37,224,,
EVSEM,6354735653.jpg,62,1,12,0,2,6,FED_20200130d_3T2,38,227,,
WPROD,cucumber_07s-guitar_12s-brush_05s.jpg,3,1,12,0,cucumbersguitarbrush,6,FED_20200130d_3T2,39,232,,
WPROD,suitcase_01b-iron_04s-trampoline_14s.jpg,54,1,12,0,suitcaseirontrampoline,6,FED_20200130d_3T2,40,239,,
WPROD,noodle_12s-toothbrush_08s-book_08s-grass-220465_960_720.jpg,58,1,12,0,sphattitoothbrushbookyard,6,FED_20200130d_3T2,41,246,,
WPROD,broom_04s-hurdle-812853_960_720-background-3062011_960_720-cellphone_13s.jpg,35,1,12,0,broomhurdleshellphone,6,FED_20200130d_3T2,42,253,,
SCOMP,A GROUP OF PEOPLE ARE PLAYING POKER,66,1,12,0,0,6,FED_20200130d_3T2,43,262,,
SCOMP,A WOMAN IS FISHING,125,1,12,0,0,6,FED_20200130d_3T2,44,265,,
SCOMP,A LITTLE GIRL IS SMELLING A FLOWER,124,1,12,0,0,6,FED_20200130d_3T2,45,268,,
SCOMP,A WOMAN IS DIVING TO CATCH A FRISBEE,98,1,12,0,0,6,FED_20200130d_3T2,46,271,,
WCOMP,DANDELION     BOOK     SNAIL     GIFT,88,1,12,0,0,6,FED_20200130d_3T2,47,276,,
WCOMP,SHOE     TELESCOPE     NOODLE     SKATEBOARD,100,1,12,0,0,6,FED_20200130d_3T2,48,279,,
WCOMP,GIFT     HOLE,110,1,12,0,0,6,FED_20200130d_3T2,49,282,,
WCOMP,SCISSORS     CASTLE     BENCH,117,1,12,0,0,6,FED_20200130d_3T2,50,285,,
FIX,+,0,1,12,0,0,6,FED_20200130d_3T2,51,288,,
FIX,+,0,1,8,0,0,2,FED_20191204b_3T2,1,0,,
SPROD,3672940355.jpg,12,1,8,0,NALL,2,FED_20191204b_3T2,2,14,,
SPROD,5220880759.jpg,16,1,8,0,SHOWISHOWEIRNG ,2,FED_20191204b_3T2,3,21,,
SPROD,5543900069.jpg,40,1,8,0,HAIR BNLOWING,2,FED_20191204b_3T2,4,28,,
SPROD,29850055.jpg,50,1,8,0,PLAYOMG OM SAMD,2,FED_20191204b_3T2,5,35,,
NPROD,GNIRP    SPLOC    SCRINCH    SWELM,36,1,8,0,GNIRPSPLOC SCRIRI,2,FED_20191204b_3T2,6,44,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,1,8,0,DWURB SMULT ZOUTE DREALT,2,FED_20191204b_3T2,7,51,,
NPROD,TWACK    GWURP    TWONT    SPRATH,7,1,8,0,TWACK GWURP TWONT SPRATH,2,FED_20191204b_3T2,8,58,,
NPROD,THROOGE    TWIRTH    PLARSH    GWECK,14,1,8,0,THROOGE TWIRTH PLARSH GWECK,2,FED_20191204b_3T2,9,65,,
WCOMP,LAWNMOWER     VACUUM     JUMPROPE,114,1,8,0,0,2,FED_20191204b_3T2,10,74,,
WCOMP,FISH     SWING SET,111,1,8,0,0,2,FED_20191204b_3T2,11,77,,
WCOMP,SAXOPHONE     CAMERA     BOWL,92,1,8,0,0,2,FED_20191204b_3T2,12,80,,
WCOMP,SNAIL     ICE CREAM     GUITAR,68,1,8,0,0,2,FED_20191204b_3T2,13,83,,
SCOMP,A WOMAN IS DIVING TO CATCH A FRISBEE,98,1,8,0,0,2,FED_20191204b_3T2,14,88,,
SCOMP,A WOMAN IS SMILING,90,1,8,0,0,2,FED_20191204b_3T2,15,91,,
SCOMP,A MAN IS CHOPPING WOOD,94,1,8,0,0,2,FED_20191204b_3T2,16,94,,
SCOMP,A WOMAN IS FISHING,125,1,8,0,0,2,FED_20191204b_3T2,17,97,,
WPROD,horse_15s-telescope_03n-shopping_cart_07s.jpg,32,1,8,0,HORSE TELESCOPE CART,2,FED_20191204b_3T2,18,102,,
WPROD,swimming_pool_18s-toothbrush_08s-snail_01b-fence_18s.jpg,53,1,8,0,POOL SNAIL TOOTHBRUSH FENCE,2,FED_20191204b_3T2,19,109,,
WPROD,hole_09s-deer_06s-swimming_pool_18s.jpg,9,1,8,0,HOLE ANTELOPE POOL,2,FED_20191204b_3T2,20,116,,
WPROD,swimming_pool_18s-baby_05s-sidewalk-3999780_960_720.jpg,47,1,8,0,POOL BABY SIDEWALK\,2,FED_20191204b_3T2,21,123,,
EVSEM,6110845331.jpg,24,1,8,0,0,2,FED_20191204b_3T2,22,132,,
EVSEM,7579008108.jpg,53,1,8,0,0,2,FED_20191204b_3T2,23,135,,
EVSEM,4387675829.jpg,14,1,8,0,0,2,FED_20191204b_3T2,24,138,,
EVSEM,4705826062.jpg,49,1,8,0,0,2,FED_20191204b_3T2,25,141,,
FIX,+,0,1,8,0,0,2,FED_20191204b_3T2,26,144,,
EVSEM,5543900069.jpg,40,1,8,0,0,2,FED_20191204b_3T2,27,158,,
EVSEM,55903788.jpg,2,1,8,0,0,2,FED_20191204b_3T2,28,161,,
EVSEM,41999070.jpg,46,1,8,0,0,2,FED_20191204b_3T2,29,164,,
EVSEM,6237869128.jpg,63,1,8,0,0,2,FED_20191204b_3T2,30,167,,
WPROD,rollerblade_07s-shovel_09s-cyprus-4026880_960_720-bottle_06s.jpg,56,1,8,0,ROLLERBLADE MOUNTAIN SHOVEL WATER BOTTLE,2,FED_20191204b_3T2,31,172,,
WPROD,shower_13n-matterhorn-425134_960_720-pillow_13n.jpg,50,1,8,0,SHOWER MOUNMTAIN PIOLLOW,2,FED_20191204b_3T2,32,179,,
WPROD,toothbrush_08s-bottle_06s-camera1_04s.jpg,16,1,8,0,TOOTHBRUSH WATER BOTTLE CAMERA,2,FED_20191204b_3T2,33,186,,
WPROD,castle-2462133_960_720-paintbrush_10s-strawberry_04n.jpg,13,1,8,0,CASTLE PAINTBRUSH STRAWBERRY,2,FED_20191204b_3T2,34,193,,
SCOMP,A MAN IS SHAVING HIS FACE,101,1,8,0,0,2,FED_20191204b_3T2,35,202,,
SCOMP,A BOY IS HOLDING A BIRD IN HIS HANDS,120,1,8,0,0,2,FED_20191204b_3T2,36,205,,
SCOMP,A WOMAN IS TAKING A PICTURE OF A PLANT,93,1,8,0,0,2,FED_20191204b_3T2,37,208,,
SCOMP,A MAN IS BLOWING BUBBLES,89,1,8,0,0,2,FED_20191204b_3T2,38,211,,
WCOMP,MAGNIFYING GLASS     BIRD     SKI,70,1,8,0,0,2,FED_20191204b_3T2,39,216,,
WCOMP,BLOWDRYER     LADDER     BABY,112,1,8,0,0,2,FED_20191204b_3T2,40,219,,
WCOMP,HULA HOOP     SHIRT,103,1,8,0,0,2,FED_20191204b_3T2,41,222,,
WCOMP,CARDS     VACUUM     SHOPPING CART,66,1,8,0,0,2,FED_20191204b_3T2,42,225,,
NPROD,SMEAGUE    FLEPE    BLIEN    THRUTT,49,1,8,0,SMEAGUE FLEPE BLIEN THRUTT,2,FED_20191204b_3T2,43,230,,
NPROD,TROLF    FLUINT    PLYBE    SPRUITE,9,1,8,0,TROLF FLUINT PLAYBE SPRUITE,2,FED_20191204b_3T2,44,237,,
NPROD,PLOGUE    SCROOT    KNARP    SWEUTH,52,1,8,0,PLOGUE SCROOT KNARP SWEUTH,2,FED_20191204b_3T2,45,244,,
NPROD,PLOUTH    STRAUVE    YENGE    THWURCH,53,1,8,0,PLOUTH STRAUVE YENGE THWURCH,2,FED_20191204b_3T2,46,251,,
SPROD,7819772858.jpg,52,1,8,0,SURFING,2,FED_20191204b_3T2,47,260,,
SPROD,6110845331.jpg,24,1,8,0,PAINTING,2,FED_20191204b_3T2,48,267,,
SPROD,6845394024.jpg,7,1,8,0,BRUSHING TEETH,2,FED_20191204b_3T2,49,274,,
SPROD,4621100791.jpg,5,1,8,0,SLEEPING,2,FED_20191204b_3T2,50,281,,
FIX,+,0,1,8,0,0,2,FED_20191204b_3T2,51,288,,
FIX,+,0,1,2,0,0,5,FED_20200205b_3T2,1,0,,
EVSEM,4621100791.jpg,5,1,2,0,0,5,FED_20200205b_3T2,2,14,,
EVSEM,6681702227.jpg,33,1,2,0,0,5,FED_20200205b_3T2,3,17,,
EVSEM,4855357158.jpg,23,1,2,0,0,5,FED_20200205b_3T2,4,20,,
EVSEM,7819772858.jpg,52,1,2,0,0,5,FED_20200205b_3T2,5,23,,
WPROD,noodle_12s-matterhorn-425134_960_720-plant_09s.jpg,22,1,2,0,MOJUNTAIN BUSH\,5,FED_20200205b_3T2,6,28,,
WPROD,horse_15s-telescope_03n-shopping_cart_07s.jpg,32,1,2,0, HORSE TELESCOPE CART,5,FED_20200205b_3T2,7,35,,
WPROD,pipe1_12s-chalk_13s-dishwasher_07s-hairbrush_01b.jpg,49,1,2,0,\PIPE CALK FISHRWACK,5,FED_20200205b_3T2,8,42,,
WPROD,ski_06s-shopping-874974_960_720-flower_19s.jpg,28,1,2,0,\SKIIS BAG FGLOWWER,5,FED_20200205b_3T2,9,49,,
SCOMP,A GROUP OF PEOPLE ARE HIKING UP A MOUNTAIN,100,1,2,0,0,5,FED_20200205b_3T2,10,58,,
SCOMP,A WOMAN IS GROOMING A HORSE,114,1,2,0,0,5,FED_20200205b_3T2,11,61,,
SCOMP,A WOMAN IS SMILING,90,1,2,0,0,5,FED_20200205b_3T2,12,64,,
SCOMP,A MAN IS JUGGLING BALLS,91,1,2,0,0,5,FED_20200205b_3T2,13,67,,
WCOMP,HARP     STRAWBERRY     SAND,127,1,2,0,0,5,FED_20200205b_3T2,14,72,,
WCOMP,COUCH     FISH,109,1,2,0,0,5,FED_20200205b_3T2,15,75,,
WCOMP,SNOW     TOOTH,96,1,2,0,0,5,FED_20200205b_3T2,16,78,,
WCOMP,LAWNMOWER     VACUUM     JUMPROPE,114,1,2,0,0,5,FED_20200205b_3T2,17,81,,
NPROD,GLISQUE    TROAR    SCREAGUE    GLOWSE,42,1,2,0,LGLISWUR TROAST SVRERASGUR,5,FED_20200205b_3T2,18,86,,
NPROD,PRAUGHT    GWAWK    SNEASH    PRUICE,19,1,2,0,\PTSGHY HGESEWK D,5,FED_20200205b_3T2,19,93,,
NPROD,SHRAIM    THUICE    SKISE    SNARSH,13,1,2,0,DHTSIM THIIVR DKIDR DNSR,5,FED_20200205b_3T2,20,100,,
NPROD,PROAT    SMAWN    SQUARK    TWAG,50,1,2,0,PRTOSTY DMSEN DWUSTK ,5,FED_20200205b_3T2,21,107,,
SPROD,4621100791.jpg,5,1,2,0,MASN DSLEEPING ON VHSIT\,5,FED_20200205b_3T2,22,116,,
SPROD,126594141.jpg,26,1,2,0,MWOMAN TYINGH CVLEATS,5,FED_20200205b_3T2,23,123,,
SPROD,2667549961.jpg,10,1,2,0,BABY CRAWLING RTOARF BITTLE\,5,FED_20200205b_3T2,24,130,,
SPROD,41999070.jpg,46,1,2,0,FIGHDS IN A OIND,5,FED_20200205b_3T2,25,137,,
FIX,+,0,1,2,0,0,5,FED_20200205b_3T2,26,144,,
SPROD,5534793306.jpg,48,1,2,0,MAAN PAINTING ,5,FED_20200205b_3T2,27,158,,
SPROD,5543900069.jpg,40,1,2,0,QIMNAN FRYUNG HAIR,5,FED_20200205b_3T2,28,165,,
SPROD,4772785237.jpg,25,1,2,0,MAN SQWWOUFG SRREEET,5,FED_20200205b_3T2,29,172,,
SPROD,4678843953.jpg,32,1,2,0,MAN JUGGLING AXE,5,FED_20200205b_3T2,30,179,,
NPROD,PLIG    SWEF    BLEANT    DWOSS,21,1,2,0,PLIFG DSWERF BLEATNT DWIFF\,5,FED_20200205b_3T2,31,188,,
NPROD,PHRYBE    SPRELM    SPLURE    PRULGE,31,1,2,0,OHT E SPRELM XSPLUJRE,5,FED_20200205b_3T2,32,195,,
NPROD,SLOIN    DWALF    THRALC    FRALK,58,1,2,0,SLOIN SWALK THERALK ,5,FED_20200205b_3T2,33,202,,
NPROD,SWOILE    PRESH    DWESH    SKABE,35,1,2,0,SWOILE PRTEDSH FWRDB,5,FED_20200205b_3T2,34,209,,
WCOMP,SCISSORS     BEACH     POOL TABLE     PIANO,128,1,2,0,0,5,FED_20200205b_3T2,35,218,,
WCOMP,HURDLE     BRUSH     NEWSPAPER,87,1,2,0,0,5,FED_20200205b_3T2,36,221,,
WCOMP,BEACH     POOL TABLE     GROCERY BAG     MAP,78,1,2,0,0,5,FED_20200205b_3T2,37,224,,
WCOMP,DISHRACK     HULA HOOP     SNOW     NEWSPAPER,90,1,2,0,0,5,FED_20200205b_3T2,38,227,,
SCOMP,A YOUNG GIRL IS ROCK CLIMBING,127,1,2,0,0,5,FED_20200205b_3T2,39,232,,
SCOMP,A WOMAN IS TAKING A PICTURE,105,1,2,0,0,5,FED_20200205b_3T2,40,235,,
SCOMP,A GIRL IS PLAYING THE VIOLIN,112,1,2,0,0,5,FED_20200205b_3T2,41,238,,
SCOMP,A WOMAN IS HOLDING A CHICKEN,72,1,2,0,0,5,FED_20200205b_3T2,42,241,,
WPROD,ball_05s-trampoline_14s-pillow_13n-violin_12n.jpg,37,1,2,0,BSKK TRSMOILINR PILLOW BIOLS,5,FED_20200205b_3T2,43,246,,
WPROD,noodle_12s-toothbrush_08s-book_08s-grass-220465_960_720.jpg,58,1,2,0,\NOOFLRD TOOTHBRDH BOOK LSEN,5,FED_20200205b_3T2,44,253,,
WPROD,shower_13n-matterhorn-425134_960_720-pillow_13n.jpg,50,1,2,0,DHOERT MOUNTYSIN PILLOW,5,FED_20200205b_3T2,45,260,,
WPROD,eye_20s-shovel_09s.jpg,11,1,2,0,"RHE DHNOKBR,",5,FED_20200205b_3T2,46,267,,
EVSEM,5220880759.jpg,16,1,2,0,0,5,FED_20200205b_3T2,47,276,,
EVSEM,4263999253.jpg,56,1,2,0,0,5,FED_20200205b_3T2,48,279,,
EVSEM,35268263.jpg,60,1,2,0,0,5,FED_20200205b_3T2,49,282,,
EVSEM,4050265867.jpg,18,1,2,0,0,5,FED_20200205b_3T2,50,285,,
FIX,+,0,1,2,0,0,5,FED_20200205b_3T2,51,288,,
FIX,+,0,2,10,0,0,2,FED_20191120d_3T2,1,0,,
WPROD,hairdryer_09s-ladder_01b-baby_05s.jpg,112,2,10,0,BLOW DRYER STAIER BABY,2,FED_20191120d_3T2,2,14,,
WPROD,boot_13s-tree_12s.jpg,86,2,10,0,BOOTS RTREE,2,FED_20191120d_3T2,3,21,,
WPROD,lipstick_03s-flute_11s-castle-2462133_960_720-ball_05s.jpg,93,2,10,0,LIP STICK FLUTE CASTLE BALL,2,FED_20191120d_3T2,4,28,,
WPROD,harp_05s-strawberry_04n-sand_03s.jpg,127,2,10,0,HARP STRAWBERRY SAND,2,FED_20191120d_3T2,5,35,,
EVSEM,6094931376.jpg,100,2,10,0,1,2,FED_20191120d_3T2,6,44,,
EVSEM,36979.jpg,66,2,10,0,1,2,FED_20191120d_3T2,7,47,,
EVSEM,4786057236.jpg,78,2,10,0,2,2,FED_20191120d_3T2,8,50,,
EVSEM,12142386.jpg,91,2,10,0,2,2,FED_20191120d_3T2,9,53,,
SPROD,6160193920.jpg,90,2,10,0,LAUGHING,2,FED_20191120d_3T2,10,58,,
SPROD,8088804992.jpg,115,2,10,0,RUNNIUNG,2,FED_20191120d_3T2,11,65,,
